mode,arch,dataset,window_length,pretrained,test_acc,test_f1,cv_rep,exc,train_exc_limit,train_strat_size,train_event_mult,nevents_test,nevents_train_lim,nevents_train_tot,time_dm,time_train,time_total
ts,nn,ECG200,96,False,0.324242265612731,0.324242265612731,1,32,32,2,4,200,256,256,8.970400365069509,146.4735903404653,155.44399070553482
