mode,arch,dataset,val_size,max_epochs,batch_size,pretrain_mode,window_length,stride_series,window_time_stride,window_patt_stride,learning_rate,random_state,nepochs,best_model,total_params,trainable_params,metrics_csv,val_mse,val_r2,time_dm,time_train,time_total
gf,cnn,GunPoint,0.25,60,128,True,10,False,7,1,0.0001,0,60,training/pretrain/GunPoint_gf_cnn/logs/wlen10_stride0_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=59-step=52740.ckpt,267104,267104,training/pretrain/GunPoint_gf_cnn/logs/wlen10_stride0_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.0980307310819625,0.9721431136131288,4.850736623629928,10470.687648445368,10475.538385068998
df,cnn,GunPoint,0.25,60,128,True,10,True,7,1,0.0001,0,60,training/pretrain/GunPoint_df_cnn/logs/wlen10_stride1_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=56-step=50103.ckpt,263204,263204,training/pretrain/GunPoint_df_cnn/logs/wlen10_stride1_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.106822945177555,0.9667875170707704,23.69366743043065,10454.795056030154,10478.488723460585
df,cnn,GunPoint,0.25,60,128,True,10,False,7,1,0.0001,0,60,training/pretrain/GunPoint_df_cnn/logs/wlen10_stride0_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=58-step=51861.ckpt,267104,267104,training/pretrain/GunPoint_df_cnn/logs/wlen10_stride0_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.1238801404833793,0.9564166069030762,54.11575632728636,20079.16790545173,20133.283661779016
gf,cnn,GunPoint,0.25,60,128,True,10,True,7,1,0.0001,0,60,training/pretrain/GunPoint_gf_cnn/logs/wlen10_stride1_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=57-step=50982.ckpt,263204,263204,training/pretrain/GunPoint_gf_cnn/logs/wlen10_stride1_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.07314759492874146,0.9828476905822754,5.3774514477699995,21624.931584639475,21630.309036087245
