mode,arch,dataset,val_size,max_epochs,batch_size,pretrain_mode,window_length,stride_series,window_time_stride,window_patt_stride,learning_rate,random_state,nepochs,best_model,total_params,trainable_params,metrics_csv,val_mse,val_r2,time_dm,time_train,time_total
gf,res,CBF,0.25,60,128,True,10,True,7,1,0.0001,0,60,training/pretrain/CBF_gf_res/logs/wlen10_stride1_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=27-step=21000.ckpt,143038,143038,training/pretrain/CBF_gf_res/logs/wlen10_stride1_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.0228723529726266,0.9984845519065856,4.8685091733932495,23550.47785572894,23555.34636490233
df,res,CBF,0.25,60,128,True,10,True,7,1,0.0001,0,60,training/pretrain/CBF_df_res/logs/wlen10_stride1_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=59-step=45000.ckpt,143038,143038,training/pretrain/CBF_df_res/logs/wlen10_stride1_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.2395565956830978,0.8435142636299133,26.26514022238553,23743.05617470108,23769.321314923465
df,res,CBF,0.25,60,128,True,10,False,7,1,0.0001,0,60,training/pretrain/CBF_df_res/logs/wlen10_stride0_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=56-step=42750.ckpt,146938,146938,training/pretrain/CBF_df_res/logs/wlen10_stride0_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.317512571811676,0.7293985486030579,26.862028444185853,27877.824345236644,27904.68637368083
gf,res,CBF,0.25,60,128,True,10,False,7,1,0.0001,0,60,training/pretrain/CBF_gf_res/logs/wlen10_stride0_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=8-step=6750.ckpt,146938,146938,training/pretrain/CBF_gf_res/logs/wlen10_stride0_wtst7_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.3634822368621826,0.649558961391449,4.969685975462198,29263.376473359764,29268.346159335226
