,mode,arch,dataset,pretrain_mode,window_length,stride_series,window_time_stride,window_patt_stride,train_exc_limit,pretrained,cv_rep,val_size,max_epochs,batch_size,learning_rate,random_state,nepochs,best_model,total_params,trainable_params,metrics_csv,val_acc,val_f1,val_auroc,test_acc,test_f1,test_auroc,exc,train_strat_size,train_event_mult,nevents_test,nevents_train_lim,nevents_train_tot,time_dm,time_train,time_total,val_mse,val_r2,eq_wdw_length
286,df,cnn,ECG200,False,10.0,False,3.0,1.0,32.0,False,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst3_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=96-step=13968.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst3_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.5951759815216064,0.5951759815216064,0.4552505016326904,0.5773905515670776,0.5773905515670776,0.3069728016853332,32.0,2.0,4.0,200.0,256.0,256.0,6.490339767187834,2439.1606336254627,2445.6509733926505,,,30.0
287,df,cnn,ECG200,False,10.0,False,3.0,1.0,32.0,False,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst3_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=23-step=3456.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst3_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.6976857781410217,0.6976857781410217,0.5151859521865845,0.5896499752998352,0.5896499752998352,0.3557367920875549,32.0,2.0,4.0,200.0,256.0,256.0,6.669503750279546,2276.61492552422,2283.2844292744994,,,30.0
288,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,False,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=7-step=144.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.5589404106140137,0.5589404106140137,0.4968178868293762,0.6252896189689636,0.6252896189689636,0.2226896733045578,32.0,2.0,4.0,32.0,32.0,256.0,6.975144201889634,375.03649426065385,382.0116384625435,,,50.0
289,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,False,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=48-step=882-v1.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.756291389465332,0.756291389465332,0.4576761126518249,0.3790135681629181,0.3790135681629181,0.2260295301675796,32.0,2.0,4.0,32.0,32.0,256.0,6.582471363246441,320.65365171805024,327.2361230812967,,,50.0
290,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,False,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=16-step=306.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.5350993275642395,0.5350993275642395,0.2160834074020385,0.5382323861122131,0.5382323861122131,0.1892636567354202,32.0,2.0,4.0,32.0,32.0,256.0,10.935560438781977,428.4792748354376,439.4148352742195,,,50.0
291,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,False,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=34-step=630.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.7960264682769775,0.7960264682769775,0.6241589188575745,0.5617344975471497,0.5617344975471497,0.3121649026870727,32.0,2.0,4.0,32.0,32.0,256.0,6.84251781925559,214.1532108001411,220.9957286193967,,,50.0
292,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,False,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=7-step=144.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.5788079500198364,0.5788079500198364,0.4023027122020721,0.5117510557174683,0.5117510557174683,0.2828108072280884,32.0,2.0,4.0,32.0,32.0,256.0,9.877751920372248,185.0732449181378,194.95099683851004,,,50.0
293,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,True,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=2-step=54.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.5960264801979065,0.5960264801979065,0.3209238648414612,0.5018205642700195,0.5018205642700195,0.2630165219306946,32.0,2.0,4.0,32.0,32.0,256.0,6.376557460054755,104.73917482048272,111.11573228053749,,,50.0
294,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,True,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=48-step=882.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.7086092829704285,0.7086092829704285,0.5684993267059326,0.4141013026237488,0.4141013026237488,0.3200194835662842,32.0,2.0,4.0,32.0,32.0,256.0,6.463760232552886,107.89048115164042,114.3542413841933,,,50.0
295,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,True,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=110-step=1998.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.7430463433265686,0.7430463433265686,0.5160704851150513,0.6117179989814758,0.6117179989814758,0.1957516223192215,32.0,2.0,4.0,32.0,32.0,256.0,11.472997102886438,412.6973469220102,424.1703440248966,,,50.0
296,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,True,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=39-step=720.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.8834437131881714,0.8834437131881714,0.6382049322128296,0.5147302150726318,0.5147302150726318,0.3069414794445038,32.0,2.0,4.0,32.0,32.0,256.0,11.511794093996286,184.73523677885527,196.2470308728516,,,50.0
297,df,cnn,ECG200,False,10.0,False,5.0,1.0,4.0,True,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=7-step=144-v1.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.6728476881980896,0.6728476881980896,0.4797827303409576,0.5220125913619995,0.5220125913619995,0.2579606473445892,32.0,2.0,4.0,32.0,32.0,256.0,10.49472762644291,181.67972513660789,192.1744527630508,,,50.0
298,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,False,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=113-step=4104.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.7143794894218445,0.7143794894218445,0.6754619479179382,0.4329558610916137,0.4329558610916137,0.2908492088317871,32.0,2.0,4.0,64.0,64.0,256.0,6.047917515039444,226.99185181595385,233.0397693309933,,,50.0
299,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,False,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=114-step=4140.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.6185160875320435,0.6185160875320435,0.5899722576141357,0.4150664806365967,0.4150664806365967,0.2638236880302429,32.0,2.0,4.0,64.0,64.0,256.0,6.430564790964127,352.5443112850189,358.97487607598305,,,50.0
300,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,False,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=112-step=4068.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.6296782493591309,0.6296782493591309,0.5690053701400757,0.4976202249526977,0.4976202249526977,0.2549174427986145,32.0,2.0,4.0,64.0,64.0,256.0,9.018032807856798,321.96865133196115,330.98668413981795,,,50.0
301,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,False,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=31-step=1152.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.6257386803627014,0.6257386803627014,0.6124971508979797,0.5990480780601501,0.5990480780601501,0.2851860225200653,32.0,2.0,4.0,64.0,64.0,256.0,10.770797453820704,404.4441039375961,415.2149013914168,,,50.0
302,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,False,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=13-step=504.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.6611949801445007,0.6611949801445007,0.6775037050247192,0.4779254794120788,0.4779254794120788,0.2119016796350479,32.0,2.0,4.0,64.0,64.0,256.0,10.071480754762888,413.6189849600196,423.6904657147825,,,50.0
303,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,True,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=81-step=2952.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.7859488129615784,0.7859488129615784,0.795475423336029,0.6392581462860107,0.6392581462860107,0.2923284471035003,32.0,2.0,4.0,64.0,64.0,256.0,6.433673683553934,222.2091477587819,228.64282144233584,,,50.0
304,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,True,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=111-step=4032.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.6480630040168762,0.6480630040168762,0.6930823922157288,0.5169867277145386,0.5169867277145386,0.2955738306045532,32.0,2.0,4.0,64.0,64.0,256.0,6.114174352958798,226.67778389900923,232.79195825196803,,,50.0
305,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,True,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=112-step=4068-v1.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.7380170822143555,0.7380170822143555,0.6021883487701416,0.5759067535400391,0.5759067535400391,0.2674190104007721,32.0,2.0,4.0,64.0,64.0,256.0,11.787036288529634,927.8160361088812,939.6030723974108,,,50.0
306,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,True,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=15-step=576.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.6848325729370117,0.6848325729370117,0.6727179288864136,0.566059410572052,0.566059410572052,0.3505506813526153,32.0,2.0,4.0,64.0,64.0,256.0,12.311463933438064,498.1055897325277,510.4170536659658,,,50.0
307,df,cnn,ECG200,False,10.0,False,5.0,1.0,8.0,True,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=6-step=252.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.7550886273384094,0.7550886273384094,0.686984121799469,0.5631052255630493,0.5631052255630493,0.2741732597351074,32.0,2.0,4.0,64.0,64.0,256.0,10.502131074666975,415.4367918036878,425.9389228783548,,,50.0
308,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,False,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=101-step=7344.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.6116377711296082,0.6116377711296082,0.4245200753211975,0.6308735609054565,0.6308735609054565,0.25389364361763,32.0,2.0,4.0,128.0,128.0,256.0,11.51440092176199,2824.128556828946,2835.642957750708,,,50.0
309,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,False,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=22-step=1656.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.6263484954833984,0.6263484954833984,0.4004298150539398,0.4076162576675415,0.4076162576675415,0.2501957416534424,32.0,2.0,4.0,128.0,128.0,256.0,6.717853989452124,979.1682766750456,985.8861306644976,,,50.0
310,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,False,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=55-step=4032.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.6773455142974854,0.6773455142974854,0.5128147602081299,0.5143417716026306,0.5143417716026306,0.2452558130025863,32.0,2.0,4.0,128.0,128.0,256.0,7.883717197924852,830.267385724932,838.1511029228568,,,50.0
311,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,False,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=94-step=6840.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.6158875226974487,0.6158875226974487,0.4076661467552185,0.6543270349502563,0.6543270349502563,0.2936664223670959,32.0,2.0,4.0,128.0,128.0,256.0,11.796418871730566,1184.1088157109916,1195.9052345827222,,,50.0
312,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,False,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=76-step=5544.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.5305655598640442,0.5305655598640442,0.3636814951896667,0.613794207572937,0.613794207572937,0.2799032926559448,32.0,2.0,4.0,128.0,128.0,256.0,11.670175518840551,1279.6282830871642,1291.2984586060047,,,50.0
313,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,True,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=116-step=8424.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.627656102180481,0.627656102180481,0.4017657935619354,0.6148566007614136,0.6148566007614136,0.2646929025650024,32.0,2.0,4.0,128.0,128.0,256.0,8.724918849766254,2129.400622230023,2138.1255410797894,,,50.0
314,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,True,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=57-step=4176.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.6606734395027161,0.6606734395027161,0.4688341319561004,0.5073139071464539,0.5073139071464539,0.2816567122936249,32.0,2.0,4.0,128.0,128.0,256.0,6.144152088090777,538.9590309634805,545.1031830515712,,,50.0
315,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,True,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=112-step=8136.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.7577639818191528,0.7577639818191528,0.5875794291496277,0.6052137017250061,0.6052137017250061,0.2755740284919739,32.0,2.0,4.0,128.0,128.0,256.0,8.550744898617268,963.0303918272256,971.581136725843,,,50.0
316,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,True,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=79-step=5760.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.6659038662910461,0.6659038662910461,0.5014529228210449,0.6466454267501831,0.6466454267501831,0.3052864968776703,32.0,2.0,4.0,128.0,128.0,256.0,12.083307802677156,1285.9058346003294,1297.9891424030066,,,50.0
317,df,cnn,ECG200,False,10.0,False,5.0,1.0,16.0,True,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=98-step=7128.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev16_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.5246812701225281,0.5246812701225281,0.3963536322116852,0.6400261521339417,0.6400261521339417,0.2922969460487366,32.0,2.0,4.0,128.0,128.0,256.0,9.816953595727682,1071.5041769519448,1081.3211305476725,,,50.0
318,df,cnn,ECG200,False,10.0,False,5.0,1.0,32.0,False,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=106-step=15408.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.6418202519416809,0.6418202519416809,0.5387341976165771,0.6724632978439331,0.6724632978439331,0.279643565416336,32.0,2.0,4.0,200.0,256.0,256.0,6.583102820441127,1576.5681915897876,1583.1512944102287,,,50.0
319,df,cnn,ECG200,False,10.0,False,5.0,1.0,32.0,False,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=5-step=864.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.6175175309181213,0.6175175309181213,0.4865950047969818,0.4598151445388794,0.4598151445388794,0.2559219896793365,32.0,2.0,4.0,200.0,256.0,256.0,6.557689066976309,1889.8595850337297,1896.417274100706,,,50.0
320,df,cnn,ECG200,False,10.0,False,5.0,1.0,32.0,False,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=70-step=10224.ckpt,185884.0,185884.0,training/finetune/ECG200_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.6651443243026733,0.6651443243026733,0.4866394102573395,0.5860880613327026,0.5860880613327026,0.2444448769092559,32.0,2.0,4.0,200.0,256.0,256.0,6.611568020656705,3664.357957219705,3670.9695252403617,,,50.0
