mode,arch,dataset,val_size,max_epochs,batch_size,pretrain_mode,window_length,window_time_stride,window_patt_stride,learning_rate,random_state,pretrained,cv_rep,nepochs,best_model,total_params,trainable_params,metrics_csv,val_acc,val_f1,val_auroc,test_acc,test_f1,test_auroc,exc,train_exc_limit,train_strat_size,train_event_mult,nevents_test,nevents_train_lim,nevents_train_tot,time_dm,time_train,time_total
ts,cnn,CBF,0.25,120,128,False,60,1,1,0.0001,0,False,4,120,training/finetune/CBF_ts_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen60_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=119-step=34560.ckpt,266099,266099,training/finetune/CBF_ts_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen60_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.7523630857467651,0.7523630857467651,0.4066303074359894,0.7107561230659485,0.7107561230659485,0.3757604658603668,32,32,2,4,200,384,384,16.362301353365183,5336.321888264734,5352.6841896180995
