mode,arch,dataset,val_size,max_epochs,batch_size,pretrain_mode,window_length,stride_series,window_time_stride,window_patt_stride,learning_rate,random_state,nepochs,best_model,total_params,trainable_params,metrics_csv,val_mse,val_r2,time_dm,time_train,time_total
df,res,ArrowHead,0.25,60,128,True,10,False,12,1,0.0001,0,60,training/pretrain/ArrowHead_df_res/logs/wlen10_stride0_wtst12_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=54-step=80850.ckpt,150188,150188,training/pretrain/ArrowHead_df_res/logs/wlen10_stride0_wtst12_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.2999320924282074,0.7650323510169983,98.3998539391905,84958.53653885284,85056.93639279203
gf,res,ArrowHead,0.25,60,128,True,10,False,12,1,0.0001,0,60,training/pretrain/ArrowHead_gf_res/logs/wlen10_stride0_wtst12_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=18-step=27930.ckpt,150188,150188,training/pretrain/ArrowHead_gf_res/logs/wlen10_stride0_wtst12_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.395357608795166,0.5163590312004089,5.2860156781971455,85947.5854386501,85952.8714543283
gf,res,ArrowHead,0.25,60,128,True,10,True,12,1,0.0001,0,60,training/pretrain/ArrowHead_gf_res/logs/wlen10_stride1_wtst12_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=59-step=88200.ckpt,143038,143038,training/pretrain/ArrowHead_gf_res/logs/wlen10_stride1_wtst12_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.1060774028301239,0.956925928592682,5.298438359051943,86585.64295012504,86590.94138848409
df,res,ArrowHead,0.25,60,128,True,10,True,12,1,0.0001,0,60,training/pretrain/ArrowHead_df_res/logs/wlen10_stride1_wtst12_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/checkpoints/epoch=49-step=73500.ckpt,143038,143038,training/pretrain/ArrowHead_df_res/logs/wlen10_stride1_wtst12_wpst1_val0.25_me60_bs128_stsl1000_lr0.0001_rs0/metrics.csv,0.37018394470214844,0.6002295017242432,101.74765332508832,106761.53150193626,106863.27915526135
